"persona_id","account_name","name","role","role_label","batch","experience","years_in_pool_world","tech_comfort","urgency","device","connection","accessibility_need","language","current_workflow","company_size","primary_goal","completed_first_value","wow_moment","time_to_value_seconds","ease_score","clarity_score","trust_score","usefulness_score","use_again_score","pain_points","positive_signals","simulated_feedback","evidence_type","persistence"
"DEMO-TEST-SL-TECH-048","DEMO TEST Service Tech 048","Jamie Reed","tech","Service Tech","1","6-10 years","6","4","4","tablet or rugged device","good","limited dexterity","Spanish-first","CRM plus manuals","solo","identify an equipment code","true","false","80.6","76","73.2","79.2","73.9","67.8","some_secondary_controls_are_smaller_than_primary_field_actions|language_choice_not_part_of_first_use_role_step|value_requires_too_many_first_session_decisions","manual code lookup is fast and verification language builds trust","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: some secondary controls are smaller than primary field actions.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-TECH-049","DEMO TEST Service Tech 049","Morgan Reed","tech","Service Tech","1","6-10 years","10","2","2","iPhone","good","hearing or speech","English","manufacturer manuals","51+","save visit proof","true","true","64","71.8","75.4","72.6","87.4","84.9","no_cross_device_team_history_without_optional_identity","manual code lookup is fast and verification language builds trust|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The e05 lookup renders field guidance and verification language made the value click. The first improvement I would ask for is no cross device team history without optional identity.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-TECH-050","DEMO TEST Service Tech 050","Jamie Miller","tech","Service Tech","1","21+ years","29","3","3","iPhone","spotty","none","Spanish-first","paper notes","21-50","save visit proof","false","false","60.4","71.9","76.3","80.4","73.5","67.9","language_choice_not_part_of_first_use_role_step|no_cross_device_team_history_without_optional_identity","manual code lookup is fast and verification language builds trust","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: language choice not part of first use role step.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-TECH-051","DEMO TEST Service Tech 051","Alex Miller","tech","Service Tech","1","2-5 years","4","2","5","Android","spotty","none","English/Spanish","Google search","51+","calculate a field dose","true","true","64.6","74.9","76.6","80.7","88.2","87.5","language_choice_not_part_of_first_use_role_step","manual code lookup is fast and verification language builds trust|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The e05 lookup renders field guidance and verification language made the value click. The first improvement I would ask for is language choice not part of first use role step.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-TECH-052","DEMO TEST Service Tech 052","Jordan Brooks","tech","Service Tech","1","6-10 years","8","4","1","iPhone","spotty","low vision","English","manufacturer manuals","21-50","calculate a field dose","false","false","69.9","84.7","87.1","69.7","77.7","67.9","dense_small_supporting_copy","manual code lookup is fast and verification language builds trust","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: dense small supporting copy.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-TECH-053","DEMO TEST Service Tech 053","Alex Reed","tech","Service Tech","1","0-1 years","0","2","1","tablet or rugged device","offline-first","none","English","CRM plus manuals","2-5","avoid a wrong part order","true","true","65.9","82.9","86.4","71.2","91.2","87.1","role_opens_code_lookup_before_partsnap","manual code lookup is fast and verification language builds trust|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The e05 lookup renders field guidance and verification language made the value click. The first improvement I would ask for is role opens code lookup before partsnap.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-TECH-054","DEMO TEST Service Tech 054","Riley Kim","tech","Service Tech","1","0-1 years","1","2","1","desktop","good","none","Spanish-first","manufacturer manuals","6-20","avoid a wrong part order","true","true","72.5","80.5","81.3","76","90","87.5","role_opens_code_lookup_before_partsnap|language_choice_not_part_of_first_use_role_step","manual code lookup is fast and verification language builds trust|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The e05 lookup renders field guidance and verification language made the value click. The first improvement I would ask for is role opens code lookup before partsnap.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-TECH-055","DEMO TEST Service Tech 055","Drew Miller","tech","Service Tech","1","11-20 years","17","5","2","tablet or rugged device","good","none","English/Spanish","Google search","solo","calculate a field dose","true","true","58.5","86.3","86.1","78.8","91.9","89.4","language_choice_not_part_of_first_use_role_step","manual code lookup is fast and verification language builds trust|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The e05 lookup renders field guidance and verification language made the value click. The first improvement I would ask for is language choice not part of first use role step.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-TECH-056","DEMO TEST Service Tech 056","Jamie Diaz","tech","Service Tech","1","2-5 years","4","5","1","iPhone","good","hearing or speech","English","memory and photos","51+","save visit proof","false","false","54.2","86.7","90.5","69.3","78.6","68.4","no_cross_device_team_history_without_optional_identity","manual code lookup is fast and verification language builds trust","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: no cross device team history without optional identity.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-TECH-057","DEMO TEST Service Tech 057","Casey Reed","tech","Service Tech","1","2-5 years","4","4","4","Android","good","none","English","manufacturer manuals","51+","avoid a wrong part order","true","true","75.8","81.7","88.3","76.4","91.3","88.4","role_opens_code_lookup_before_partsnap|value_requires_too_many_first_session_decisions","manual code lookup is fast and verification language builds trust|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The e05 lookup renders field guidance and verification language made the value click. The first improvement I would ask for is role opens code lookup before partsnap.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-TECH-058","DEMO TEST Service Tech 058","Jordan Brooks","tech","Service Tech","1","11-20 years","12","1","3","Android","good","none","English/Spanish","memory and photos","solo","calculate a field dose","true","true","65.2","70.4","75.2","76.1","87.1","85.6","language_choice_not_part_of_first_use_role_step","manual code lookup is fast and verification language builds trust|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The e05 lookup renders field guidance and verification language made the value click. The first improvement I would ask for is language choice not part of first use role step.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-TECH-059","DEMO TEST Service Tech 059","Riley Patel","tech","Service Tech","1","2-5 years","5","4","3","iPhone","good","none","English","texting a senior tech","6-20","avoid a wrong part order","true","false","61.7","92.1","91.2","81.8","79.8","72.3","role_opens_code_lookup_before_partsnap","manual code lookup is fast and verification language builds trust","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: role opens code lookup before partsnap.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
